,제품번호,물품명,물품대대분류,물품대분류,물품중분류,상품중량
374,10002375V2_287,늙은호박,신선식품,열매채소,늙은호박,중:5-7kg
375,10002376V2_288,다듬은 파,신선식품,양념채소,대파/손질,300g
376,10002377V2_289,다래생화분,가공식품,꿀,꿀부산물,290g
377,10002378V2_290,다래순말림,가공식품,말린나물/건재,다래순말림(100g),60g
378,10002379V2_291,다슬기살,신선식품,냉동수산,냉동패류,100g
379,10002380V2_292,다슬기해장국,가공식품,수산가공,국/탕(수산),350g
380,10002381V2_293,다시마,신선식품,해조,미역/다시마,200g
381,10002382V2_294,다시마가루,가공식품,수산가공,수산분말,120g
382,10002383V2_295,다시마튀각,신선식품,밑반찬,부각/튀각,40g
383,10002384V2_296,다용도공기,비식품,식기/편백,옹기,5개
384,10002385V2_297,다용도면포,비식품,생활용품,주방소품,정사각
385,10002386V2_297,다용도면포,비식품,생활용품,주방소품,직사각
386,10002387V2_298,다용도미생물,비식품,생활용품,숯/원예,1ℓ
387,10002388V2_299,다용도방수파우치,비식품,생활용품,위생용품,
388,10002389V2_300,다용도세척제,비식품,세제/세안,살균/세정/탈취,500㎖
389,10002390V2_300,다용도세척제,비식품,세제/세안,살균/세정/탈취,보충용:400㎖
390,10002391V2_301,다진마늘/난지형,가공식품,소스/기타양념,기타양념,유:180g
391,10002392V2_301,다진마늘/난지형,가공식품,소스/기타양념,기타양념,유:200g
392,10002393V2_302,다진생강,가공식품,소스/기타양념,기타양념,냉동/180g
393,10002394V2_303,다진청양고추,가공식품,소스/기타양념,기타양념,180g
394,10002395V2_304,단감,신선식품,과일,단감,대:5개
395,10002396V2_304,단감,신선식품,과일,단감,소:5개
396,10002397V2_304,단감,신선식품,과일,단감,조생:1kg
397,10002398V2_304,단감,신선식품,과일,단감,중:5개
398,10002399V2_304,단감,신선식품,과일,단감,특대:5개
399,10002400V2_305,단감/,신선식품,과일,단감,소:2kg
400,10002401V2_306,단감/대/,신선식품,과일,단감,조생:1kg
401,10002402V2_307,단감/무,신선식품,과일,단감,소:5개
402,10002403V2_307,단감/무,신선식품,과일,단감,중:5개
403,10002404V2_308,단감/소/,신선식품,과일,단감,조생:1kg
404,10002405V2_309,단감/유,신선식품,과일,단감,대:5개
405,10002406V2_310,단감/중/,신선식품,과일,단감,조생:1kg
406,10002407V2_311,단단한두부,신선식품,두부/유부,두부,340g
407,10002408V2_312,단무지,가공식품,절임/장아찌,절임,김밥용:400g
408,10002409V2_312,단무지,가공식품,절임/장아찌,절임,반찬용:230g
409,10002410V2_312,단무지,가공식품,절임/장아찌,절임,반찬용:400g
410,10002411V2_313,단팝콘,가공식품,과자,스낵,80g
411,10002412V2_314,단팥빵,신선식품,빵,앙금크림빵,85g/
412,10002413V2_315,단호박,신선식품,열매채소,단호박,1개:0.6~1kg
413,10002414V2_315,단호박,신선식품,열매채소,단호박,1개:1.5kg이상
414,10002415V2_315,단호박,신선식품,열매채소,단호박,1개:1~1.5kg
415,10002416V2_315,단호박,신선식품,열매채소,단호박/손질,깍뚝썰기/300g
416,10002417V2_315,단호박,신선식품,열매채소,단호박/손질,편썰기/300g
417,10002418V2_316,단호박양갱,가공식품,과자,엿/양갱/기타,40g
418,10002419V2_317,단호박요구르트,신선식품,유제품,요구르트,120ml
419,10002420V2_318,단호박찐빵,신선식품,빵,"찐빵,호떡,전통",300g/5개/
420,10002421V2_319,단호박쿠키,가공식품,과자,쿠키,100g
421,10002422V2_320,단호박품은쌀과자,가공식품,과자,스낵,40g
422,10002423V2_321,달래,신선식품,잎/줄기채소,달래,100g
423,10002424V2_321,달래,신선식품,잎/줄기채소,달래,100g/미인증
424,10002425V2_321,달래,신선식품,잎/줄기채소,달래,500g/장아찌용/미인증
425,10002426V2_322,달지않은 떠먹는 요구르트,신선식품,유제품,요구르트,90g*2
426,10002427V2_323,달지않은 떠먹는요거트,신선식품,유제품,요구르트,350g
427,10002428V2_323,달지않은 떠먹는요거트,신선식품,유제품,요구르트,90g*2개
428,10002429V2_324,달지않은 떠먹는요구르트,신선식품,유제품,요구르트,90g
429,10002430V2_325,달지않은곡물플레이크,가공식품,식사대용,씨리얼,300g
430,10002431V2_326,달지않은옥수수플레이크,가공식품,식사대용,씨리얼,300g
431,10002432V2_327,닭가슴살,신선식품,닭/오리,무항생제닭,200g
432,10002433V2_327,닭가슴살,신선식품,닭/오리,무항생제닭,400g
433,10002434V2_328,닭가슴살버거패티,가공식품,육가공,돈가스/분쇄가공,280g
434,10002435V2_329,닭고기볶음밥,가공식품,식사대용,식사대용/기타,300g
435,10002436V2_329,닭고기볶음밥,가공식품,식사대용,식사대용/기타,300g-쿠폰북 행사
436,10002437V2_330,닭곰탕,가공식품,즉석조리,국.찌개,500g
437,10002438V2_331,닭날개,신선식품,닭/오리,무항생제닭,500g
438,10002439V2_332,닭다리,신선식품,닭/오리,무항생제닭,600g
439,10002440V2_333,닭다리순살,신선식품,닭/오리,무항생제닭,400g
440,10002441V2_334,닭발,신선식품,닭/오리,무항생제닭,500g
441,10002442V2_335,닭봉,신선식품,닭/오리,무항생제닭,300g
442,10002443V2_336,닭분쇄육,신선식품,닭/오리,무항생제닭,300g
443,10002444V2_337,닭안심살,신선식품,닭/오리,무항생제닭,200g
444,10002445V2_337,닭안심살,신선식품,닭/오리,무항생제닭,400g
445,10002446V2_338,담음공기세트,비식품,식기/편백,자기,4개
446,10002447V2_339,담음구이접시,비식품,식기/편백,자기,
447,10002448V2_340,담음대접세트,비식품,식기/편백,자기,4개
448,10002449V2_341,담음양념종지세트,비식품,식기/편백,자기,4개
449,10002450V2_342,담음찬기2호세트,비식품,식기/편백,자기,4개
450,10002451V2_343,담음찬기3호세트,비식품,식기/편백,자기,4개
451,10002452V2_344,담음커피잔세트,비식품,식기/편백,자기,2인용
452,10002453V2_345,당귀무말림무침,가공식품,절임/장아찌,장아찌,240g
453,10002454V2_346,당근,신선식품,뿌리채소,당근,1kg
454,10002455V2_346,당근,신선식품,뿌리채소,당근,300g
455,10002456V2_346,당근,신선식품,뿌리채소,당근,500g
456,10002457V2_346,당근,신선식품,뿌리채소,당근,즙용:1kg
457,10002458V2_347,당근꿀카스텔라,신선식품,빵,"케이크,롤,선물",270g/
458,10002459V2_348,당근머핀,신선식품,빵,단과자빵,85g*2개
459,10002460V2_349,당근토마토즙,가공식품,음료,과즙,620ml
460,10002461V2_350,당면,가공식품,밀가공,면/기타,500g
461,10002462V2_351,당조고추,신선식품,열매채소,당조고추,200g
462,10002463V2_352,대구순살,신선식품,냉동수산,냉동생선,100g
463,10002464V2_353,대구포,신선식품,냉동수산,냉동생선,400g
464,10002465V2_354,대기전력자동차단콘센트,비식품,생활용품,환경용품,USB
465,10002466V2_354,대기전력자동차단콘센트,비식품,생활용품,환경용품,일반형
466,10002467V2_355,대보름나물,신선식품,밑반찬,조림,500g
467,10002468V2_356,대봉감말랭이,신선식품,과일,곶감,200g
468,10002469V2_357,대장부참식,가공식품,식사대용,선식/생식,700g
469,10002470V2_358,대파,신선식품,양념채소,대파,300g
470,10002471V2_358,대파,신선식품,양념채소,대파,500g
471,10002472V2_358,대파,신선식품,양념채소,대파,700g
472,10002473V2_359,더덕,신선식품,뿌리채소,더덕,500g/무
473,10002474V2_360,더덕/유기재배,신선식품,뿌리채소,더덕,500g
474,10002475V2_361,도깨비방망이과자,가공식품,과자,스낵,80g
475,10002476V2_362,도라지액,가공식품,건강일반,추출/농축액,90ml*10봉
476,10002477V2_362,도라지액,가공식품,건강일반,추출/농축액,90ml*30봉
477,10002478V2_363,도라지절편,가공식품,건강일반,건강/기타,20g*10개
478,10002479V2_364,도라지청,가공식품,건강일반,추출/농축액,210g
479,10002480V2_365,도라지청모음,가공식품,건강일반,추출/농축액,150g*2병
480,10002481V2_366,도라지청선물모음,가공식품,건강일반,추출/농축액,"150g*3병, 50g"
481,10002482V2_367,도마,비식품,식기/편백,옻칠,소/정지예정품번
482,10002483V2_368,도토리가루,가공식품,가루,과채가루,500g
483,10002484V2_369,도토리건조묵,신선식품,어묵/묵,묵,100g
484,10002485V2_370,도토리묵,신선식품,어묵/묵,묵,420g:1모
485,10002486V2_371,돈가스소스,가공식품,소스/기타양념,소스,240g
486,10002487V2_372,돈가스용,신선식품,돼지,보리살림돼지,600g/우리보리살림돼지
487,10002488V2_373,돈육곡물소시지,가공식품,육가공,햄/소시지/훈제,300g-
488,10002489V2_374,돈육포,가공식품,육가공,육포/기타,70g
489,10002490V2_375,돈육포선물모음,가공식품,육가공,육포/기타,
490,10002491V2_376,돌김,신선식품,해조,김,50장
491,10002492V2_377,돌나물,신선식품,잎/줄기채소,돌나물,200g
492,10002493V2_378,동그랑쌀과자,가공식품,과자,스낵,70g
493,10002494V2_379,동물복지유정란,신선식품,알,유정란,10알
494,10002495V2_379,동물복지유정란,신선식품,알,유정란,15알
495,10002496V2_380,동물복지유정란/중란,신선식품,알,유정란,10알
496,10002497V2_381,동치미김치,신선식품,김치,무,2kg
497,10002498V2_382,동치미냉면육수,가공식품,밀가공,간편조리면,330g
498,10002499V2_383,동치미물냉면,가공식품,밀가공,간편조리면,960g/2인분
499,10002500V2_384,동태,신선식품,냉동수산,냉동생선,1kg/전부침용
500,10002501V2_384,동태,신선식품,냉동수산,냉동생선,2마리/1100g
501,10002502V2_384,동태,신선식품,냉동수산,냉동생선,450g/전부침용
502,10002503V2_384,동태,신선식품,냉동수산,냉동생선,토막/400g
503,10002504V2_385,동태모음,신선식품,냉동수산,냉동생선,400g
504,10002505V2_386,돼지감자,신선식품,뿌리채소,돼지감자,1kg
505,10002506V2_387,돼지감자진액,가공식품,건강일반,추출/농축액,90ml*30봉
506,10002507V2_388,돼지감자차,가공식품,음료,뿌리차,70g
507,10002508V2_389,돼지고기동그랑땡,가공식품,육가공,돈가스/분쇄가공,400g
508,10002509V2_389,돼지고기동그랑땡,가공식품,육가공,돈가스/분쇄가공,제수용/800g
509,10002510V2_390,돼지고기사골국,가공식품,육가공,식육추출가공,1.1kg
510,10002511V2_391,돼지구이갈비,신선식품,돼지,무항생제돼지,1kg
511,10002512V2_392,돼지등뼈,신선식품,돼지,무항생제돼지,1kg
512,10002513V2_393,돼지모듬구이용,신선식품,돼지,보리살림(냉장),300g
513,10002514V2_394,돼지목심살,신선식품,돼지,무항생제돼지,600g
514,10002515V2_395,돼지분쇄육,신선식품,돼지,무항생제돼지,300g
515,10002516V2_396,돼지불고기,신선식품,돼지,무항생제돼지,600g
516,10002517V2_397,돼지사태살,신선식품,돼지,무항생제돼지,찌개:600g
517,10002518V2_398,돼지삼겹살,신선식품,돼지,무항생제돼지,600g
518,10002519V2_399,돼지장조림,신선식품,돼지,무항생제돼지,600g
519,10002520V2_400,돼지찜갈비,신선식품,돼지,무항생제돼지,1kg
520,10002521V2_401,된장찌개솥,비식품,식기/편백,옹기,
521,10002522V2_402,된장찌개솥뚜껑,비식품,식기/편백,옹기,
522,10002523V2_403,두릅,신선식품,잎/줄기채소,두릅,300g
523,10002524V2_403,두릅,신선식품,잎/줄기채소,두릅,500g
524,10002525V2_404,두물차,가공식품,차,잎꽃차,30g
525,10002526V2_405,두물차모음,가공식품,차,잎꽃차,
526,10002527V2_406,두부,신선식품,두부/유부,두부,420g
527,10002528V2_406,두부,신선식품,두부/유부,두부,420g-쿠폰북행사
528,10002529V2_406,두부,신선식품,두부/유부,두부,반모:270g
529,10002530V2_407,두부과자,가공식품,과자,스낵,100g
530,10002531V2_408,두부연어묵,신선식품,어묵/묵,어묵,270g
531,10002532V2_409,두유,가공식품,음료,두유,160ml*20봉/선물
532,10002533V2_409,두유,가공식품,음료,두유,160ml*30봉
533,10002534V2_409,두유,가공식품,음료,두유,160ml*5봉
534,10002535V2_410,두텁찹쌀떡,신선식품,떡,즉석떡,70g
535,10002536V2_411,두피살림 샴푸,비식품,세제/세안,헤어,500㎖
536,10002537V2_412,둥굴레차,가공식품,음료,뿌리차,300g
537,10002538V2_412,둥굴레차,가공식품,차,잎꽃차,1.2g*100티백
538,10002539V2_412,둥굴레차,가공식품,차,잎꽃차,1.2g*20티백
539,10002540V2_413,둥근긴어묵,신선식품,어묵/묵,어묵,270g
540,10002541V2_414,둥근독1호,비식품,식기/편백,옹기,
541,10002542V2_415,둥근독2호,비식품,식기/편백,옹기,
542,10002543V2_416,둥근독4호,비식품,식기/편백,옹기,
543,10002544V2_417,둥근애호박,신선식품,열매채소,애호박,1개
544,10002545V2_418,둥글이통통햄,가공식품,육가공,햄/소시지/훈제,300g-
545,10002546V2_419,뒷다리다짐육,신선식품,돼지,보리살림(냉장),300g
546,10002547V2_420,뒷다리살,신선식품,돼지,보리살림돼지,잡채용 200g/우리보리살림돼지
547,10002548V2_421,들기름,가공식품,기름/식초,기름,160ml
548,10002549V2_421,들기름,가공식품,기름/식초,기름,330ml
549,10002550V2_422,들깨/국산,가공식품,콩/화본/깨,깨,300g
550,10002551V2_423,들깨/무,가공식품,콩/화본/깨,깨,300g
551,10002552V2_424,들깨/유,가공식품,콩/화본/깨,깨,300g
552,10002553V2_425,들깨가루,가공식품,가루,과채가루,200g
553,10002554V2_426,들깨엿강정,가공식품,과자,한과/유과,80g
554,10002555V2_427,등갈비,신선식품,돼지,무항생제(냉장),무항생제/500g
555,10002556V2_427,등갈비,신선식품,중량(정육),돼지(중량),무항생제-성남용인
556,10002557V2_428,등갈비-성남용인,신선식품,중량(정육),돼지(중량),
557,10002558V2_429,등뼈,신선식품,돼지,보리살림돼지,1kg/우리보리살림돼지
558,10002559V2_430,등심,신선식품,돼지,보리살림돼지,채썰기 300g/우리보리살림돼지
559,10002560V2_430,등심,신선식품,돼지,보리살림돼지,카레용 300g/우리보리살림돼지
560,10002561V2_430,등심,신선식품,중량(정육),돼지(중량),무항생제-성남용인
561,10002562V2_431,등심구이용,신선식품,소,유기한우(냉장),유기/250g
562,10002563V2_432,등심돈가스/카레/잡채-성남용인,신선식품,중량(정육),돼지(중량),
563,10002564V2_433,등심로스-성남용인,신선식품,중량(정육),한우(중량),
564,10002565V2_434,등심스테이크용,신선식품,소,유기한우(냉장),유기/300g
565,10002566V2_435,등심찹스테이크용/유기,신선식품,소,유기한우,300g
566,10002567V2_436,등심카레용,신선식품,돼지,보리살림(냉장),300g/보리살림돼지
567,10002568V2_437,디포리,가공식품,건어물,기타건어류,300g
568,10002569V2_438,딸기,신선식품,과일채소,딸기,1kg
569,10002570V2_438,딸기,신선식품,과일채소,딸기,싼타/500g
570,10002571V2_439,딸기/,신선식품,과일채소,딸기,500g
571,10002572V2_439,딸기/,신선식품,과일채소,딸기,소과:2kg
572,10002573V2_440,딸기/육보,신선식품,과일채소,딸기,1kg
573,10002574V2_441,딸기꽁꽁,가공식품,음료,빙과,120ml
574,10002575V2_442,딸기머핀,신선식품,빵,단과자빵,75g*2개
575,10002576V2_443,딸기아침,가공식품,식사대용,씨리얼,80g
576,10002577V2_444,딸기잼,가공식품,잼/병조림/기타,잼,280g
577,10002578V2_444,딸기잼,가공식품,잼/병조림/기타,잼,480g
578,10002579V2_445,땅두릅,신선식품,잎/줄기채소,땅두릅,200g
579,10002580V2_446,땅콩막걸리,가공식품,전통주,탁주,750ml
580,10002581V2_447,땅콩사탕,가공식품,과자,엿/양갱/기타,70g
581,10002582V2_448,땅콩자반,신선식품,밑반찬,조림,200g
582,10002583V2_449,땅콩캐러멜,가공식품,과자,엿/양갱/기타,70g
583,10002584V2_450,땅콩크림,가공식품,잼/병조림/기타,병조림/기타,230g
584,10002585V2_451,땅콩크림빵,신선식품,빵,앙금크림빵,75g/
585,10002586V2_452,땅콩호박,신선식품,열매채소,땅콩호박,1개:0.6~1kg
